name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_name,car_model,car_age,depreciation,log_km_driven
Hyundai i20 1.2 Magna Executive,2017.0,700000.0,60000.0,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Magna Executive,8.0,0.0,11.002116507732017
Maruti Wagon R LXI CNG,2011.0,160000.0,60000.0,CNG,Individual,Manual,Second Owner,Maruti,Wagon R LXI CNG,14.0,0.6,11.002116507732017
Maruti SX4 VDI,2013.0,340000.0,100000.0,Deisel,Individual,Manual,Second Owner,Maruti,SX4 VDI,12.0,0.3,11.51293546492023
Maruti Eeco 5 Seater AC BSIV,2017.0,350000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,Eeco 5 Seater AC BSIV,8.0,0.0,10.596659732783579
Maruti Ritz VDi,2013.0,330000.0,63000.0,Deisel,Individual,Manual,First Owner,Maruti,Ritz VDi,12.0,0.3,11.050905878263567
Maruti Wagon R LXI CNG,2016.0,325000.0,80000.0,CNG,Individual,Manual,Second Owner,Maruti,Wagon R LXI CNG,9.0,0.0,11.289794413577894
Maruti Swift Dzire VDI,2013.0,250000.0,55000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,12.0,0.3,10.915106645867503
Maruti Swift Star VDI,2013.0,250000.0,55000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Star VDI,12.0,0.3,10.915106645867503
Chevrolet Beat LT Option,2015.0,240000.0,60000.0,Petrol,Individual,Manual,First Owner,Chevrolet,Beat LT Option,10.0,0.3,11.002116507732017
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020.0,545000.0,5000.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 1.2 Kappa Magna BSIV,5.0,0.0,8.517393171418904
Maruti Ertiga VXI,2015.0,300000.0,48000.0,Petrol,Dealer,Manual,First Owner,Maruti,Ertiga VXI,10.0,0.3,10.778977123006351
Hyundai i10 Sportz 1.2,2010.0,130000.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Sportz 1.2,15.0,0.6,11.289794413577894
Renault KWID RXT,2017.0,240000.0,50000.0,Petrol,Individual,Manual,First Owner,Renault,KWID RXT,8.0,0.0,10.819798284210286
Renault KWID 1.0 RXT Optional,2018.0,360000.0,15000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,7.0,0.0,9.61587214452889
Hyundai i20 1.4 CRDi Magna,2012.0,250000.0,70000.0,Deisel,Individual,Manual,First Owner,Hyundai,i20 1.4 CRDi Magna,13.0,0.6,11.156264806643742
Hyundai i20 Asta Option 1.4 CRDi,2016.0,600000.0,50000.0,Deisel,Individual,Manual,Second Owner,Hyundai,i20 Asta Option 1.4 CRDi,9.0,0.0,10.819798284210286
Tata Indigo CR4,2010.0,150000.0,80000.0,Deisel,Individual,Manual,Second Owner,Tata,Indigo CR4,15.0,0.6,11.289794413577894
Ford EcoSport 1.5 Diesel Trend BSIV,2017.0,700000.0,50000.0,Deisel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Trend BSIV,8.0,0.0,10.819798284210286
Mahindra XUV500 W6 2WD,2016.0,900000.0,5000.0,Deisel,Individual,Manual,First Owner,Mahindra,XUV500 W6 2WD,9.0,0.0,8.517393171418904
Hyundai Santro Xing XG,2004.0,80000.0,58000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing XG,21.0,0.8,10.968215530759236
Hyundai Grand i10 Sportz,2015.0,425000.0,12000.0,Petrol,Individual,Manual,First Owner,Hyundai,Grand i10 Sportz,10.0,0.3,9.392745258631441
Maruti Celerio ZXI AMT BSIV,2018.0,500000.0,10000.0,Petrol,Individual,Automatic,First Owner,Maruti,Celerio ZXI AMT BSIV,7.0,0.0,9.210440366976517
Hyundai Santro Xing GLS,2012.0,193000.0,45000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Santro Xing GLS,13.0,0.6,10.714439990727769
Honda City i VTEC V,2015.0,800000.0,10000.0,Petrol,Individual,Manual,First Owner,Honda,City i VTEC V,10.0,0.3,9.210440366976517
Maruti Wagon R LXI Minor,2007.0,150000.0,50000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R LXI Minor,18.0,0.8,10.819798284210286
Honda City 1.3 EXI,2002.0,80000.0,40000.0,Petrol,Individual,Manual,Second Owner,Honda,City 1.3 EXI,23.0,0.8,10.596659732783579
Ford Figo Diesel EXI,2010.0,130000.0,100000.0,Deisel,Individual,Manual,Third Owner,Ford,Figo Diesel EXI,15.0,0.6,11.51293546492023
Ford Figo Diesel EXI,2012.0,280000.0,80000.0,Deisel,Individual,Manual,Second Owner,Ford,Figo Diesel EXI,13.0,0.6,11.289794413577894
Mahindra Xylo D2 BS IV,2011.0,229999.0,110000.0,Deisel,Individual,Manual,Second Owner,Mahindra,Xylo D2 BS IV,14.0,0.6,11.608244735642321
Maruti Zen Estilo VXI BSIII,2008.0,80000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo VXI BSIII,17.0,0.8,11.695255355062795
Tata Nano Cx BSIII,2010.0,70000.0,10000.0,Petrol,Individual,Manual,First Owner,Tata,Nano Cx BSIII,15.0,0.6,9.210440366976517
Mahindra Xylo E8,2010.0,380000.0,72000.0,Deisel,Individual,Manual,Second Owner,Mahindra,Xylo E8,15.0,0.6,11.184435286790631
Renault Duster 85PS Diesel RxL,2013.0,240000.0,60000.0,Deisel,Individual,Manual,Second Owner,Renault,Duster 85PS Diesel RxL,12.0,0.3,11.002116507732017
Hyundai Santro Xing XO,2006.0,80000.0,110000.0,Petrol,Individual,Manual,First Owner,Hyundai,Santro Xing XO,19.0,0.8,11.608244735642321
Hyundai i10 Era,2013.0,265000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,i10 Era,12.0,0.3,10.819798284210286
Nissan Terrano XL 110 PS,2014.0,500000.0,120000.0,Deisel,Individual,Manual,Third Owner,Nissan,Terrano XL 110 PS,11.0,0.3,11.695255355062795
Hyundai Creta 1.6 CRDi SX Option,2016.0,1300000.0,55000.0,Deisel,Individual,Manual,First Owner,Hyundai,Creta 1.6 CRDi SX Option,9.0,0.0,10.915106645867503
Mahindra Scorpio S11 BSIV,2018.0,1500000.0,35000.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio S11 BSIV,7.0,0.0,10.463131911491967
Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,1800000.0,110000.0,Deisel,Individual,Automatic,First Owner,Toyota,Innova Crysta 2.8 ZX AT BSIV,9.0,0.0,11.608244735642321
Mahindra XUV500 W6 2WD,2014.0,600000.0,80000.0,Deisel,Individual,Manual,First Owner,Mahindra,XUV500 W6 2WD,11.0,0.3,11.289794413577894
Tata Tiago 1.2 Revotron XT,2014.0,420000.0,70000.0,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XT,11.0,0.3,11.156264806643742
Maruti Zen Estilo LXI BS IV,2009.0,140000.0,120000.0,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LXI BS IV,16.0,0.8,11.695255355062795
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,300000.0,100000.0,Deisel,Individual,Manual,Second Owner,Skoda,Laura Ambiente 2.0 TDI CR MT,13.0,0.6,11.51293546492023
Hyundai Santro Xing XL eRLX Euro III,2006.0,100000.0,60000.0,Petrol,Dealer,Manual,Second Owner,Hyundai,Santro Xing XL eRLX Euro III,19.0,0.8,11.002116507732017
Maruti Alto K10 VXI,2017.0,320000.0,25000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto K10 VXI,8.0,0.0,10.12667110305036
Maruti Alto LX,2008.0,140000.0,54000.0,Petrol,Dealer,Manual,First Owner,Maruti,Alto LX,17.0,0.8,10.896757843893464
Ford Aspire Titanium Plus BSIV,2015.0,550000.0,55340.0,Petrol,Dealer,Manual,Second Owner,Ford,Aspire Titanium Plus BSIV,10.0,0.3,10.921269323289689
Hyundai Grand i10 Asta Option AT,2017.0,525000.0,19000.0,Petrol,Dealer,Automatic,First Owner,Hyundai,Grand i10 Asta Option AT,8.0,0.0,9.852246888342531
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,470000.0,146000.0,Deisel,Dealer,Manual,First Owner,Ford,Ecosport 1.5 DV5 MT Titanium,11.0,0.3,11.891368749982085
Ford Endeavour 3.0L 4X4 AT,2013.0,900000.0,98000.0,Deisel,Dealer,Automatic,First Owner,Ford,Endeavour 3.0L 4X4 AT,12.0,0.3,11.49273296168228
Ford Endeavour 2.5L 4X2,2014.0,500000.0,224642.0,Deisel,Dealer,Manual,Second Owner,Ford,Endeavour 2.5L 4X2,11.0,0.3,12.322267754431264
Maruti Zen LXI,1998.0,80000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Zen LXI,27.0,0.8,11.695255355062795
Mahindra Verito 1.5 D2 BSIII,2011.0,175000.0,175000.0,Deisel,Individual,Manual,First Owner,Mahindra,Verito 1.5 D2 BSIII,14.0,0.6,12.07254696717504
Mahindra XUV500 AT W10 AWD,2017.0,1350000.0,15000.0,Deisel,Individual,Automatic,Second Owner,Mahindra,XUV500 AT W10 AWD,8.0,0.0,9.61587214452889
Renault Duster 110PS Diesel RxZ,2017.0,800000.0,50000.0,Deisel,Individual,Manual,First Owner,Renault,Duster 110PS Diesel RxZ,8.0,0.0,10.819798284210286
Datsun RediGO 1.0 S,2017.0,250000.0,15000.0,Petrol,Individual,Manual,First Owner,Datsun,RediGO 1.0 S,8.0,0.0,9.61587214452889
Maruti Ignis 1.2 AMT Alpha BSIV,2018.0,700000.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti,Ignis 1.2 AMT Alpha BSIV,7.0,0.0,10.12667110305036
Tata Nexon 1.5 Revotorq XM,2019.0,800000.0,25000.0,Deisel,Individual,Manual,First Owner,Tata,Nexon 1.5 Revotorq XM,6.0,0.0,10.12667110305036
Maruti Swift VDI BSIV,2015.0,465000.0,55340.0,Deisel,Individual,Manual,Third Owner,Maruti,Swift VDI BSIV,10.0,0.3,10.921269323289689
Mahindra Scorpio 2.6 CRDe,2006.0,180000.0,222435.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio 2.6 CRDe,19.0,0.8,12.312394698762546
Maruti Swift Dzire VDI,2017.0,600000.0,66000.0,Deisel,Individual,Manual,Third Owner,Maruti,Swift Dzire VDI,8.0,0.0,11.097425172408931
Ford Fiesta 1.4 ZXi Duratec,2010.0,150000.0,110000.0,Petrol,Individual,Manual,First Owner,Ford,Fiesta 1.4 ZXi Duratec,15.0,0.6,11.608244735642321
Hyundai Verna 1.6 SX,2014.0,450000.0,78000.0,Deisel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX,11.0,0.3,11.264476926102367
Hyundai Elite i20 Sportz Plus BSIV,2019.0,721000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,Elite i20 Sportz Plus BSIV,6.0,0.0,9.210440366976517
Maruti Swift 1.2 DLX,2018.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,Maruti,Swift 1.2 DLX,7.0,0.0,10.463131911491967
Mahindra Scorpio BSIV,2019.0,1000000.0,10000.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio BSIV,6.0,0.0,9.210440366976517
Renault KWID RXT,2016.0,300000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault,KWID RXT,9.0,0.0,10.596659732783579
Mahindra Scorpio LX,2013.0,450000.0,120000.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio LX,12.0,0.3,11.695255355062795
Maruti Esteem AX,1997.0,79000.0,70000.0,Petrol,Individual,Automatic,First Owner,Maruti,Esteem AX,28.0,0.8,11.156264806643742
Ford Figo 1.5D Trend MT,2017.0,545000.0,40000.0,Deisel,Individual,Manual,First Owner,Ford,Figo 1.5D Trend MT,8.0,0.0,10.596659732783579
Honda Amaze V Diesel BSIV,2018.0,844999.0,20000.0,Deisel,Individual,Manual,First Owner,Honda,Amaze V Diesel BSIV,7.0,0.0,9.90353755128617
Skoda Rapid 1.5 TDI Ambition,2016.0,700000.0,93000.0,Deisel,Individual,Manual,First Owner,Skoda,Rapid 1.5 TDI Ambition,9.0,0.0,11.440365524765756
Toyota Etios VD,2016.0,650000.0,159000.0,Deisel,Individual,Manual,First Owner,Toyota,Etios VD,9.0,0.0,11.976665770490767
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,525000.0,75000.0,Deisel,Individual,Manual,Second Owner,Ford,Ecosport 1.5 DV5 MT Titanium,11.0,0.3,11.225256725762893
Ford Fiesta Classic 1.4 SXI Duratorq,2006.0,110000.0,101100.0,Deisel,Individual,Manual,Third Owner,Ford,Fiesta Classic 1.4 SXI Duratorq,19.0,0.8,11.52387529615648
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011.0,180000.0,66000.0,Deisel,Individual,Manual,First Owner,Tata,Indica Vista Aqua 1.3 Quadrajet BSIV,14.0,0.6,11.097425172408931
Hyundai i10 Era,2012.0,280000.0,80000.0,Petrol,Individual,Manual,Second Owner,Hyundai,i10 Era,13.0,0.6,11.289794413577894
Renault KWID 1.0 RXT Optional,2019.0,400000.0,10000.0,Petrol,Individual,Manual,First Owner,Renault,KWID 1.0 RXT Optional,6.0,0.0,9.210440366976517
Mahindra XUV500 W8 4WD,2012.0,625000.0,126000.0,Deisel,Individual,Manual,Second Owner,Mahindra,XUV500 W8 4WD,13.0,0.6,11.744045122410057
Volkswagen Vento 1.5 TDI Highline,2015.0,465000.0,70000.0,Deisel,Individual,Manual,First Owner,Volkswagen,Vento 1.5 TDI Highline,10.0,0.3,11.156264806643742
Maruti Swift Dzire VDI,2017.0,459999.0,50000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,8.0,0.0,10.819798284210286
Mahindra Bolero DI,2010.0,300000.0,100000.0,Deisel,Individual,Manual,First Owner,Mahindra,Bolero DI,15.0,0.6,11.51293546492023
Honda Civic 1.8 V AT,2008.0,280000.0,60000.0,Petrol,Individual,Automatic,First Owner,Honda,Civic 1.8 V AT,17.0,0.8,11.002116507732017
Honda Mobilio V i VTEC,2014.0,500000.0,70000.0,Petrol,Individual,Manual,First Owner,Honda,Mobilio V i VTEC,11.0,0.3,11.156264806643742
Renault KWID RXT,2016.0,300000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault,KWID RXT,9.0,0.0,10.596659732783579
Tata Manza ELAN Quadrajet BS IV,2011.0,180000.0,76400.0,Deisel,Individual,Manual,Third Owner,Tata,Manza ELAN Quadrajet BS IV,14.0,0.6,11.243751064074187
Hyundai i10 Sportz AT,2011.0,180000.0,134444.0,Petrol,Individual,Automatic,Second Owner,Hyundai,i10 Sportz AT,14.0,0.6,11.808910472459571
Maruti Alto LXi,2009.0,78000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto LXi,16.0,0.8,11.695255355062795
Nissan Micra Diesel XV Premium,2011.0,160000.0,120000.0,Deisel,Individual,Manual,First Owner,Nissan,Micra Diesel XV Premium,14.0,0.6,11.695255355062795
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014.0,600000.0,238000.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,11.0,0.3,12.380030154325457
Maruti Wagon R LXI Minor,2007.0,110000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,Wagon R LXI Minor,18.0,0.8,11.51293546492023
Mahindra Scorpio S9 BSIV,2019.0,1350000.0,15000.0,Deisel,Individual,Manual,First Owner,Mahindra,Scorpio S9 BSIV,6.0,0.0,9.61587214452889
Honda City 1.3 DX,2003.0,120000.0,165000.0,Petrol,Individual,Manual,Second Owner,Honda,City 1.3 DX,22.0,0.8,12.013706813470414
Honda BR-V i-DTEC VX MT,2018.0,1040000.0,42000.0,Deisel,Individual,Manual,First Owner,Honda,BR-V i-DTEC VX MT,7.0,0.0,10.645448706505872
Hyundai Grand i10 CRDi Sportz,2014.0,390000.0,70000.0,Deisel,Individual,Manual,Second Owner,Hyundai,Grand i10 CRDi Sportz,11.0,0.3,11.156264806643742
Tata Nano Lx BSIII,2011.0,65000.0,60000.0,Petrol,Individual,Manual,Second Owner,Tata,Nano Lx BSIII,14.0,0.6,11.002116507732017
Volkswagen Polo Diesel Highline 1.2L,2013.0,320000.0,115000.0,Deisel,Individual,Manual,Third Owner,Volkswagen,Polo Diesel Highline 1.2L,12.0,0.3,11.652696102959753
Volkswagen Ameo 1.5 TDI Highline,2017.0,720000.0,70000.0,Deisel,Individual,Manual,First Owner,Volkswagen,Ameo 1.5 TDI Highline,8.0,0.0,11.156264806643742
Maruti Swift ZXI ABS,2007.0,220000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,Swift ZXI ABS,18.0,0.8,11.289794413577894
Maruti Wagon R LXI BS IV,2011.0,225000.0,65000.0,Petrol,Dealer,Manual,First Owner,Maruti,Wagon R LXI BS IV,14.0,0.6,11.082157933374816
Tata Manza Aura (ABS) Quadrajet BS IV,2010.0,200000.0,150000.0,Deisel,Individual,Manual,Second Owner,Tata,Manza Aura (ABS) Quadrajet BS IV,15.0,0.6,11.918397239722838
Toyota Etios GD,2015.0,434999.0,75000.0,Deisel,Dealer,Manual,Second Owner,Toyota,Etios GD,10.0,0.3,11.225256725762893
Ford Figo Diesel Titanium,2012.0,175000.0,63700.0,Deisel,Individual,Manual,First Owner,Ford,Figo Diesel Titanium,13.0,0.6,11.06195554002416
Honda Amaze VX i-DTEC,2018.0,700000.0,74800.0,Deisel,Individual,Manual,First Owner,Honda,Amaze VX i-DTEC,7.0,0.0,11.222586532857163
Ford Endeavour 2.5L 4X2 MT,2009.0,500000.0,105000.0,Deisel,Individual,Manual,Second Owner,Ford,Endeavour 2.5L 4X2 MT,16.0,0.8,11.561725152903833
Renault Duster 85PS Diesel RxE,2016.0,500000.0,40000.0,Deisel,Individual,Manual,First Owner,Renault,Duster 85PS Diesel RxE,9.0,0.0,10.596659732783579
Maruti Ritz LDi,2016.0,400000.0,90000.0,Deisel,Individual,Manual,Second Owner,Maruti,Ritz LDi,9.0,0.0,11.407576060361786
Toyota Corolla Altis D-4D J,2015.0,825000.0,75000.0,Deisel,Dealer,Manual,Second Owner,Toyota,Corolla Altis D-4D J,10.0,0.3,11.225256725762893
Maruti Swift Dzire VDI,2018.0,720000.0,15000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,7.0,0.0,9.61587214452889
Maruti 800 AC Uniq,2009.0,110000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,800 AC Uniq,16.0,0.8,11.289794413577894
Mahindra Scorpio VLX 2WD AT BSIV,2009.0,275000.0,155000.0,Deisel,Individual,Automatic,Third Owner,Mahindra,Scorpio VLX 2WD AT BSIV,16.0,0.8,11.951186847493476
Land Rover Range Rover Evoque 2.2L Dynamic,2012.0,2349000.0,149000.0,Deisel,Individual,Automatic,Second Owner,Land,Rover Range Rover Evoque 2.2L Dynamic,13.0,0.6,11.91170829631447
Hyundai i20 1.4 Sportz,2017.0,740000.0,60000.0,Deisel,Individual,Manual,First Owner,Hyundai,i20 1.4 Sportz,8.0,0.0,11.002116507732017
Maruti Baleno Alpha 1.3,2017.0,800000.0,39157.0,Deisel,Individual,Manual,First Owner,Maruti,Baleno Alpha 1.3,8.0,0.0,10.575360022817218
Hyundai Verna CRDi 1.6 SX Option,2019.0,1100000.0,100000.0,Deisel,Individual,Manual,First Owner,Hyundai,Verna CRDi 1.6 SX Option,6.0,0.0,11.51293546492023
BMW X1 sDrive20d,2012.0,750000.0,100000.0,Deisel,Individual,Automatic,Second Owner,BMW,X1 sDrive20d,13.0,0.6,11.51293546492023
Maruti Alto K10 2010-2014 VXI,2012.0,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,Alto K10 2010-2014 VXI,13.0,0.6,11.407576060361786
Tata Spacio SA 6 Seater,2009.0,210000.0,75000.0,Deisel,Individual,Manual,First Owner,Tata,Spacio SA 6 Seater,16.0,0.8,11.225256725762893
Maruti Swift VDI BSIV,2009.0,270000.0,120000.0,Deisel,Individual,Manual,Second Owner,Maruti,Swift VDI BSIV,16.0,0.8,11.695255355062795
Toyota Etios 1.4 VXD,2016.0,630000.0,90000.0,Deisel,Individual,Manual,Second Owner,Toyota,Etios 1.4 VXD,9.0,0.0,11.407576060361786
Hyundai Xcent 1.2 Kappa S,2015.0,375000.0,55000.0,Petrol,Individual,Manual,First Owner,Hyundai,Xcent 1.2 Kappa S,10.0,0.3,10.915106645867503
Mahindra Xylo D2,2010.0,300000.0,70000.0,Deisel,Individual,Manual,First Owner,Mahindra,Xylo D2,15.0,0.6,11.156264806643742
Mahindra Bolero Power Plus SLX,2016.0,580000.0,95000.0,Deisel,Individual,Manual,Second Owner,Mahindra,Bolero Power Plus SLX,9.0,0.0,11.461642696843066
Hyundai Verna 1.4 CRDi,2014.0,550000.0,50000.0,Deisel,Individual,Manual,First Owner,Hyundai,Verna 1.4 CRDi,11.0,0.3,10.819798284210286
Maruti Ciaz ZDi Plus SHVS,2016.0,542500.0,50000.0,Deisel,Individual,Manual,First Owner,Maruti,Ciaz ZDi Plus SHVS,9.0,0.0,10.819798284210286
Maruti Omni E MPI STD BS IV,2014.0,250000.0,60516.0,Petrol,Individual,Manual,First Owner,Maruti,Omni E MPI STD BS IV,11.0,0.3,11.010679596283687
Hyundai Verna 1.6 SX,2012.0,434999.0,235000.0,Deisel,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX,13.0,0.6,12.367345048436391
Mercedes-Benz E-Class 280 CDI,2007.0,900000.0,76731.0,Deisel,Dealer,Automatic,First Owner,Mercedes-Benz,E-Class 280 CDI,18.0,0.8,11.248074110256228
Maruti Swift ZDI,2014.0,685000.0,64000.0,Deisel,Dealer,Manual,First Owner,Maruti,Swift ZDI,11.0,0.3,11.06665398721974
Maruti Swift VDI BSIV,2014.0,540000.0,65000.0,Deisel,Dealer,Manual,First Owner,Maruti,Swift VDI BSIV,11.0,0.3,11.082157933374816
Honda City i-VTEC CVT ZX,2018.0,1165000.0,13000.0,Petrol,Dealer,Automatic,Test Drive Car,Honda,City i-VTEC CVT ZX,7.0,0.0,9.472781556562168
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,610000.0,77000.0,Deisel,Dealer,Manual,First Owner,Ford,Ecosport 1.5 DV5 MT Titanium Optional,11.0,0.3,11.251573687764477
Hyundai EON Era,2011.0,254999.0,24000.0,Petrol,Dealer,Manual,First Owner,Hyundai,EON Era,14.0,0.6,10.085850775128717
Nissan Micra Active XV,2014.0,280000.0,63840.0,Petrol,Dealer,Manual,First Owner,Nissan,Micra Active XV,11.0,0.3,11.06415089616141
Tata Tiago 1.2 Revotron XT,2014.0,370000.0,25000.0,Petrol,Individual,Manual,First Owner,Tata,Tiago 1.2 Revotron XT,11.0,0.3,10.12667110305036
Tata New Safari DICOR 2.2 EX 4x2,2011.0,459999.0,76400.0,Deisel,Individual,Manual,Second Owner,Tata,New Safari DICOR 2.2 EX 4x2,14.0,0.6,11.243751064074187
Maruti Zen LX,1998.0,42000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,Zen LX,27.0,0.8,11.156264806643742
Maruti Zen LX,1998.0,42000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,Zen LX,27.0,0.8,11.156264806643742
Fiat Linea Active (Diesel),2011.0,190000.0,80000.0,Deisel,Individual,Manual,Third Owner,Fiat,Linea Active (Diesel),14.0,0.6,11.289794413577894
Fiat Punto 1.4 Emotion,2010.0,165000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,Fiat,Punto 1.4 Emotion,15.0,0.6,11.51293546492023
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2014.0,710000.0,40000.0,Deisel,Individual,Manual,First Owner,Ford,EcoSport 1.5 Diesel Trend Plus BSIV,11.0,0.3,10.596659732783579
Hyundai EON Magna Plus,2018.0,1200000.0,15000.0,Petrol,Individual,Manual,First Owner,Hyundai,EON Magna Plus,7.0,0.0,9.61587214452889
Maruti Zen Estilo LXI BS IV,2009.0,229999.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo LXI BS IV,16.0,0.8,11.156264806643742
Renault KWID RXT,2018.0,310000.0,15000.0,Petrol,Individual,Manual,First Owner,Renault,KWID RXT,7.0,0.0,9.61587214452889
Maruti Wagon R VXI BS IV,2015.0,320000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,Wagon R VXI BS IV,10.0,0.3,10.596659732783579
Maruti 800 AC,2006.0,100000.0,100000.0,Petrol,Individual,Manual,First Owner,Maruti,800 AC,19.0,0.8,11.51293546492023
Hyundai Verna CRDi,2009.0,160000.0,80000.0,Deisel,Individual,Manual,First Owner,Hyundai,Verna CRDi,16.0,0.8,11.289794413577894
Maruti 800 AC BSIII,2007.0,60000.0,52000.0,Petrol,Individual,Manual,First Owner,Maruti,800 AC BSIII,18.0,0.8,10.859018228147887
Tata Indigo LS,2012.0,100000.0,200000.0,Deisel,Individual,Manual,Second Owner,Tata,Indigo LS,13.0,0.6,12.206077645517674
Chevrolet Beat Diesel LT,2016.0,350000.0,35000.0,Deisel,Individual,Manual,Second Owner,Chevrolet,Beat Diesel LT,9.0,0.0,10.463131911491967
Renault Duster 110PS Diesel RxZ AWD,2017.0,700000.0,60000.0,Deisel,Individual,Manual,First Owner,Renault,Duster 110PS Diesel RxZ AWD,8.0,0.0,11.002116507732017
Maruti Alto K10 VXI,2017.0,300000.0,31489.0,Petrol,Individual,Manual,First Owner,Maruti,Alto K10 VXI,8.0,0.0,10.357425314095071
Maruti Swift Dzire VDI,2018.0,830000.0,25000.0,Deisel,Individual,Manual,First Owner,Maruti,Swift Dzire VDI,7.0,0.0,10.12667110305036
Mahindra Quanto C6,2013.0,300000.0,110000.0,Deisel,Individual,Manual,First Owner,Mahindra,Quanto C6,12.0,0.3,11.608244735642321
Tata Indigo LX Dicor,2009.0,130000.0,80000.0,Deisel,Individual,Manual,First Owner,Tata,Indigo LX Dicor,16.0,0.8,11.289794413577894
Hyundai i20 1.2 Magna,2012.0,330000.0,44000.0,Petrol,Individual,Manual,First Owner,Hyundai,i20 1.2 Magna,13.0,0.6,10.691967639914864
Honda City 1.5 S MT,2010.0,254999.0,90000.0,Petrol,Individual,Manual,Second Owner,Honda,City 1.5 S MT,15.0,0.6,11.407576060361786
Hyundai Verna 1.6 SX VTVT (O),2014.0,600000.0,50000.0,Petrol,Individual,Manual,Second Owner,Hyundai,Verna 1.6 SX VTVT (O),11.0,0.3,10.819798284210286
Hyundai i10 Magna,2012.0,210000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,i10 Magna,13.0,0.6,10.819798284210286
Maruti Zen Estilo 1.1 LXI BSIII,2007.0,120000.0,81366.0,Petrol,Individual,Manual,First Owner,Maruti,Zen Estilo 1.1 LXI BSIII,18.0,0.8,11.306725064386239
Maruti Esteem Vxi - BSIII,2006.0,95000.0,110000.0,Petrol,Individual,Manual,First Owner,Maruti,Esteem Vxi - BSIII,19.0,0.8,11.608244735642321
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006.0,229999.0,300000.0,Deisel,Individual,Manual,First Owner,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,19.0,0.8,12.611541086966115
Hyundai Verna Transform VTVT,2010.0,229999.0,70000.0,Petrol,Individual,Manual,First Owner,Hyundai,Verna Transform VTVT,15.0,0.6,11.156264806643742
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,400000.0,100000.0,Deisel,Individual,Manual,First Owner,Hyundai,i20 Magna Optional 1.4 CRDi,12.0,0.3,11.51293546492023
